Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Library Name,AvgSpotLen,Bases,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Collection_Date,Lat_Lon,Isolation_source,estimated_size,ploidy,BIOME,feature,Host,isol_growth_condt,material,nominal_length (run),num_replicons,propagation,ref_biomaterial,Run_ID (run),tissue,Age,Isolate,Ecotype,collected_by,BIOMATERIAL_PROVIDER,Development_stage,indexi7 (run),Plate_pos (run),PlateID (run),pool_name (run),RNAEXTLOC,RNAEXTMTHD,dev_stage,Genotype,treatment,Developmental_stage,sample_name,common_name,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,organism_part,GEO_Accession (exp),source_name,replicate,Experiment,filename_1,filename_2,phenotype,strain,stress,sequencing_date,sequencing_provider,platform,growth_protocol,sample_title1,sample_title2,sample_type,sorghum_genotype,time_point,population,rip_antibody,height_or_length,irrigation_status,quality (run),forward_read_length (run),MD5_checksum1 (run),MD5_checksum2 (run),reverse_read_length (run),Cell_type,plant_strain,protocol,symbiotic_status,organism,sample_title,sex,temp,fungal_strain,plot,watering_regime,sub_species,Cell_line,CULTURE_COLLECTION,Description,disease,disease_stage,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,sample_health_state,specimen_voucher,Accession,growth_condition,LIBRARY_STRAND (exp),stimulus,subspecies,tissue_biomaterial_provider
SRR12968141,RNA-Seq,PRJNA667277,SAMN16364697,1801221189,PURDUE UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9420639,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg107,202,2757873074,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968142,RNA-Seq,PRJNA667277,SAMN16364697,1737381693,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9420638,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg154,202,2665241934,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968143,RNA-Seq,PRJNA667277,SAMN16364697,1717248707,PURDUE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9420637,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg153,202,2641364726,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968144,RNA-Seq,PRJNA667277,SAMN16364697,1768099256,PURDUE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9420636,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg152,202,2717464792,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968145,RNA-Seq,PRJNA667277,SAMN16364697,1748903322,PURDUE UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9420635,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg151,202,2662671282,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968146,RNA-Seq,PRJNA667277,SAMN16364697,2050533172,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9420634,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg106,202,3134126556,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968147,RNA-Seq,PRJNA667277,SAMN16364697,1733746591,PURDUE UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9420633,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg150,202,2646542592,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968148,RNA-Seq,PRJNA667277,SAMN16364697,1776067221,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9420632,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg149,202,2710279652,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968149,RNA-Seq,PRJNA667277,SAMN16364697,2213882130,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9420631,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg148,202,3363373932,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968150,RNA-Seq,PRJNA667277,SAMN16364697,2189597747,PURDUE UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9420630,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg147,202,3334107364,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968151,RNA-Seq,PRJNA667277,SAMN16364697,2256024648,PURDUE UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9420629,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg146,202,3435973136,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968152,RNA-Seq,PRJNA667277,SAMN16364697,1698590485,PURDUE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9420628,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg145,202,2604159356,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968153,RNA-Seq,PRJNA667277,SAMN16364697,1678183938,PURDUE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9420627,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg144,202,2579865826,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968154,RNA-Seq,PRJNA667277,SAMN16364697,3329548509,PURDUE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9420626,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg143,133,5131103033,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968155,RNA-Seq,PRJNA667277,SAMN16364697,1903431602,PURDUE UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9420625,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg142,202,2912168148,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968156,RNA-Seq,PRJNA667277,SAMN16364697,1880667700,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9420624,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg141,202,2884901582,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968157,RNA-Seq,PRJNA667277,SAMN16364697,2024980974,PURDUE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9420623,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg105,202,3103154704,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968158,RNA-Seq,PRJNA667277,SAMN16364697,1945340177,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9420622,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg140,202,2982389812,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968159,RNA-Seq,PRJNA667277,SAMN16364697,1812867033,PURDUE UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9420621,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg139,202,2747279184,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968160,RNA-Seq,PRJNA667277,SAMN16364697,1790699543,PURDUE UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9420620,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg138,202,2719690226,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968161,RNA-Seq,PRJNA667277,SAMN16364697,1851437337,PURDUE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9420619,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg137,202,2812500944,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968162,RNA-Seq,PRJNA667277,SAMN16364697,2009417211,PURDUE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9420618,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg136,202,3058800756,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968163,RNA-Seq,PRJNA667277,SAMN16364697,1989706989,PURDUE UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9420617,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg135,202,3036394108,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968164,RNA-Seq,PRJNA667277,SAMN16364697,2055569219,PURDUE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9420616,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg134,202,3135819114,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968165,RNA-Seq,PRJNA667277,SAMN16364697,1705225564,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9420615,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg133,202,2590713428,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968166,RNA-Seq,PRJNA667277,SAMN16364697,1688477362,PURDUE UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9420614,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg132,202,2571839962,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968167,RNA-Seq,PRJNA667277,SAMN16364697,1741461765,PURDUE UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9420613,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg131,202,2650937304,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968168,RNA-Seq,PRJNA667277,SAMN16364697,2085961406,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9420612,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg104,202,3195538596,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968169,RNA-Seq,PRJNA667277,SAMN16364697,1656956902,PURDUE UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9420611,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg130,202,2517189872,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968170,RNA-Seq,PRJNA667277,SAMN16364697,1644075694,PURDUE UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9420610,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg129,202,2504401252,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968171,RNA-Seq,PRJNA667277,SAMN16364697,1695846649,PURDUE UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9420609,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg128,202,2580582118,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968172,RNA-Seq,PRJNA667277,SAMN16364697,1736059975,PURDUE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9420608,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg127,202,2663404340,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12968173,RNA-Seq,PRJNA667277,SAMN16364697,1715591692,PURDUE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9420607,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2020-11-02T00:00:00Z,Sorghum_leaf_tissue,SRP290870,srg126,202,2638962542,SC283 and TAM428,USA,North America,Plant,USA,,,,,,,,,,,,,,,,leaf,"Sample collected at no inoculation\, 24 and 48 hours post inoculation with fungi",SC283 and TAm428,resistant and suceptible genotypes,,,,,,,,,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
